output_prefix	name	motif_id	cluster	total_tfbs	cluster12_mean_score	cluster12_bound	cluster6_mean_score	cluster6_bound	cluster11_mean_score	cluster11_bound	cluster16_mean_score	cluster16_bound	cluster20_mean_score	cluster20_bound	cluster3_mean_score	cluster3_bound	cluster19_mean_score	cluster19_bound	cluster18_mean_score	cluster18_bound	cluster1_mean_score	cluster1_bound	cluster4_mean_score	cluster4_bound	cluster7_mean_score	cluster7_bound	cluster9_mean_score	cluster9_bound	cluster15_mean_score	cluster15_bound	cluster14_mean_score	cluster14_bound	cluster2_mean_score	cluster2_bound	cluster8_mean_score	cluster8_bound	cluster17_mean_score	cluster17_bound	cluster13_mean_score	cluster13_bound	cluster10_mean_score	cluster10_bound	cluster5_mean_score	cluster5_bound	cluster12_cluster6_change	cluster12_cluster6_pvalue	cluster6_cluster11_change	cluster6_cluster11_pvalue	cluster11_cluster16_change	cluster11_cluster16_pvalue	cluster16_cluster20_change	cluster16_cluster20_pvalue	cluster20_cluster3_change	cluster20_cluster3_pvalue	cluster3_cluster19_change	cluster3_cluster19_pvalue	cluster19_cluster18_change	cluster19_cluster18_pvalue	cluster18_cluster1_change	cluster18_cluster1_pvalue	cluster1_cluster4_change	cluster1_cluster4_pvalue	cluster4_cluster7_change	cluster4_cluster7_pvalue	cluster7_cluster9_change	cluster7_cluster9_pvalue	cluster9_cluster15_change	cluster9_cluster15_pvalue	cluster15_cluster14_change	cluster15_cluster14_pvalue	cluster14_cluster2_change	cluster14_cluster2_pvalue	cluster2_cluster8_change	cluster2_cluster8_pvalue	cluster8_cluster17_change	cluster8_cluster17_pvalue	cluster17_cluster13_change	cluster17_cluster13_pvalue	cluster13_cluster10_change	cluster13_cluster10_pvalue	cluster10_cluster5_change	cluster10_cluster5_pvalue
ZNF148_MA1653.1	ZNF148	MA1653.1	C_PATZ1	61894	7.62904	32087	6.21805	26647	7.51479	33080	4.41611	19949	7.68422	32382	1.47794	6730	5.88095	26537	5.66258	25212	7.71947	32527	5.41375	23668	7.12098	30334	3.12831	13925	7.37971	31293	7.10293	30405	0.37702	1689	7.21074	30654	7.2352	30581	5.05497	21927	5.86153	26170	5.00746	21850	-0.07609	1.52710E-126	-0.14936	3.02625E-156	-0.09253	6.63639E-134	0.21802	2.82250E-171	0.06424	1.03975E-114	-0.07139	1.66576E-118	0.04128	1.57013E-94	0.3135	4.29066E-187	-0.15338	6.10058E-152	0.16238	1.73478E-159	-0.05583	3.44329E-108	0.05921	1.48559E-122	0.00456	7.05603E-19	0.30641	1.58286E-185	-0.3146	1.53496E-182	-0.01951	9.25110E-75	-0.13824	1.84545E-150	-0.18672	1.19970E-167	0.1445	8.02421E-154
ZNF16_MA1654.1	ZNF16	MA1654.1	C_ZNF16	16678	4.48609	5546	3.37346	4139	3.82077	4751	1.74636	2171	4.45126	5451	0.41042	497	2.45892	3077	2.46781	3026	4.47443	5470	2.5653	3104	4.1533	5128	1.45598	1788	4.40111	5473	4.37717	5462	0.14641	181	4.36465	5368	4.35166	5350	2.55308	3107	2.56784	3228	2.47133	3019	0.0179	3.58323E-40	-0.02956	4.59599E-58	0.02662	3.27426E-47	-0.00781	8.49123E-13	0.04435	2.34662E-72	-0.04311	7.24165E-59	-0.01084	1.01104E-17	0.03353	1.06276E-57	-0.00107	2.77768E-01	-0.00388	1.81516E-03	0.00408	8.79696E-07	-0.00707	4.09677E-10	-0.02081	5.76232E-43	0.05692	3.78585E-82	-0.03658	6.64187E-64	-0.01045	2.30644E-24	0.01624	1.47063E-30	-0.01462	1.17130E-29	-0.00216	1.68178E-01
ZNF341_MA1655.1	ZNF341	MA1655.1	C_ZNF341	14437	4.486	4751	3.40833	3580	3.85183	4257	1.67225	1819	4.46816	4747	0.37856	393	2.40278	2610	2.30699	2442	4.46773	4869	2.50568	2729	4.17294	4480	1.47016	1536	4.4295	4732	4.3268	4650	0.13719	147	4.42423	4697	4.36756	4678	2.52677	2681	2.71131	2933	2.40886	2556	0.0027	7.96939E-03	-0.03631	1.54164E-64	0.06936	1.14082E-89	-0.03217	3.85082E-53	0.06484	1.10154E-83	-0.04875	8.91805E-62	0.02057	4.25137E-36	-0.0258	4.58495E-46	0.00459	6.96532E-06	-0.01318	4.90858E-28	0.02602	3.64020E-44	-0.02487	7.81820E-44	-0.02114	7.67470E-41	0.06757	8.00728E-85	-0.07796	5.26388E-91	-0.00542	9.54272E-09	0.02607	9.68699E-46	-0.0548	3.26163E-75	0.05045	3.07459E-80
ZNF449_MA1656.1	ZNF449	MA1656.1	C_ZNF449	16671	5.28241	6320	4.05442	4862	4.45109	5514	2.18109	2684	5.21234	6361	0.5594	671	3.01346	3744	3.06893	3760	5.28225	6507	3.11025	3830	4.89908	5983	1.77505	2219	5.17538	6284	5.08133	6144	0.17944	227	5.13464	6295	5.06063	6186	3.07246	3728	3.05454	3747	2.9955	3675	-0.01018	6.78298E-17	-0.01505	2.15793E-31	0.00695	4.57122E-09	8e-05	4.51439E-01	0.09301	3.24646E-108	-0.04661	2.23908E-67	-0.02517	3.27289E-51	0.05336	1.85490E-79	-0.00593	1.48170E-08	0.01449	3.77465E-28	0.01848	2.59017E-31	-0.02914	4.19143E-56	-0.0021	9.50456E-03	0.15148	1.34919E-122	-0.1445	5.10584E-121	0.00036	4.85965E-01	-0.00405	3.78852E-04	-0.00753	5.99217E-11	-0.00651	2.50604E-07
ZNF652_MA1657.1	ZNF652	MA1657.1	C_ZNF652	12370	3.39637	3055	2.52666	2253	2.34416	2095	0.8281	722	3.38222	3081	0.16124	151	1.14861	991	1.3894	1215	3.39436	3142	1.58356	1426	3.14537	2859	1.00952	938	3.39017	3034	3.24374	2867	0.09093	86	3.44751	3148	3.41083	3113	1.82303	1667	1.31718	1189	1.51738	1363	0.00552	1.39914E-06	0.10629	4.05336E-104	0.07564	1.51584E-81	-0.14226	1.62435E-110	-0.04085	1.25460E-61	0.11497	2.15922E-89	-0.12424	6.48786E-97	-0.10776	3.34340E-104	0.08916	2.50360E-99	-0.08417	1.86440E-95	-0.03098	8.64371E-49	0.02105	5.14413E-36	0.02034	8.47623E-38	-0.15285	2.12606E-113	0.13155	5.78780E-111	-0.00828	9.92233E-12	0.04548	1.98221E-65	0.16576	3.99127E-113	-0.09923	1.22934E-96
FOXA3_MA1683.1	FOXA3	MA1683.1	C_Foxj3	21191	3.81011	6083	2.92424	4652	2.48007	3856	0.69832	1067	3.77239	6017	0.15056	233	1.01823	1500	1.57142	2460	3.83386	6207	1.63852	2511	3.55739	5704	1.09181	1729	3.78828	6014	3.68526	5811	0.08904	147	3.88019	6185	3.86178	6195	2.02125	3200	1.42805	2220	1.63841	2539	-0.02238	3.24600E-49	0.16912	6.25499E-131	0.17952	1.28759E-135	-0.26639	1.03422E-153	0.05358	3.22861E-89	0.14421	2.85091E-101	-0.25015	6.02805E-135	-0.14253	2.52864E-132	0.16548	1.65341E-133	-0.1711	2.63751E-134	0.03974	2.23206E-70	-0.03824	2.45188E-70	-0.00264	1.08637E-04	-0.04061	3.06822E-70	0.02403	1.11051E-46	-0.02606	1.45832E-54	0.07788	6.55661E-104	0.18918	4.95969E-127	-0.10889	5.41099E-107
Foxn1_MA1684.1	Foxn1	MA1684.1	C_Foxn1	16526	7.04241	8301	5.56241	6515	7.06489	8726	3.92257	4682	7.08422	8452	1.23671	1514	5.60839	6960	4.9214	5945	7.17999	8445	4.9089	5857	6.45839	7673	2.66184	3230	6.80021	7994	6.40501	7517	0.28372	348	6.59139	7754	6.65975	7887	4.50789	5324	5.32745	6470	4.66318	5529	-0.03982	1.12926E-72	-0.18335	6.66408E-136	-0.05819	2.51548E-88	0.19375	7.64205E-138	0.07801	1.35151E-95	-0.1027	3.58213E-107	0.14099	6.14543E-125	0.2466	1.66149E-148	-0.11693	1.67036E-122	0.15157	2.79736E-132	-0.01531	2.02563E-31	0.0116	5.70316E-23	0.02729	5.25294E-53	0.22635	4.35465E-142	-0.25696	7.82288E-148	-0.02755	3.63482E-57	-0.10789	5.06336E-112	-0.21702	3.79214E-138	0.14644	4.60839E-126
DMRTA1_MA1707.1	DMRTA1	MA1707.1	C_DMRTC2	9786	3.13147	2202	2.2519	1595	2.06986	1440	0.79352	563	3.02214	2115	0.09974	71	0.97817	679	1.11153	800	3.05658	2171	1.44581	1006	2.8698	2038	0.79148	606	3.11598	2215	2.98913	2122	0.08636	65	3.12196	2165	3.08731	2185	1.59301	1136	1.15343	806	1.30352	922	0.02383	1.04377E-39	0.12111	2.94438E-100	0.01644	4.86874E-19	-0.07557	7.23116E-80	-0.09211	4.07075E-94	0.07869	5.34244E-58	-0.07944	1.53282E-75	-0.14658	3.14285E-109	0.07064	6.91185E-86	-0.08518	1.36682E-87	0.01091	1.95635E-10	-0.01985	1.35599E-33	0.01634	1.98435E-23	-0.20644	4.34433E-125	0.18985	1.61384E-122	-0.00205	5.27059E-02	0.05589	1.12144E-69	0.15403	1.42738E-106	-0.08521	9.31721E-81
ETV7_MA1708.1	ETV7	MA1708.1	C_Erg	17820	5.26314	6703	4.06828	5324	5.00844	6670	3.65865	4927	5.24073	6638	0.92753	1183	4.23146	5768	3.30858	4341	5.22214	6721	4.07947	5271	4.88032	6201	1.90414	2520	5.17243	6663	5.09908	6540	0.20809	261	5.14057	6558	5.04851	6490	3.22658	4143	3.8127	5086	3.43383	4433	-0.01932	7.74605E-41	-0.13511	3.90935E-121	-0.28885	7.72820E-157	0.37746	2.97299E-171	-0.01313	1.21951E-29	-0.11894	8.99816E-117	0.22473	7.47225E-137	0.1361	2.10814E-119	-0.2708	2.12122E-154	0.26062	5.97550E-153	-0.01116	1.78950E-21	-0.00683	5.79779E-16	-0.01997	8.90534E-47	0.19998	6.11689E-136	-0.19081	6.08567E-136	0.01318	2.08109E-29	-0.04947	1.32773E-79	-0.16009	2.21603E-120	0.06292	4.97987E-88
ZIM3_MA1709.1	ZIM3	MA1709.1	C_ZIM3	30122	3.04312	6467	2.25608	4832	2.34407	5142	0.99076	2153	3.01816	6443	0.17008	385	1.31153	2887	1.28635	2753	3.01046	6511	1.58205	3447	2.80833	6042	0.85185	1953	3.02811	6551	2.93195	6249	0.08358	195	3.06649	6555	3.03872	6594	1.5794	3446	1.45086	3149	1.46786	3094	-0.00385	5.88724E-09	0.03588	3.97061E-77	-0.01379	1.27861E-37	0.01042	4.20118E-26	-0.13738	3.64320E-133	0.08148	1.93078E-90	-0.00189	1.60106E-02	-0.06033	6.59331E-97	0.00095	5.37606E-01	-0.01228	3.63045E-33	-0.03581	1.54176E-75	0.03032	2.14271E-65	0.00293	1.62241E-03	-0.20649	3.00274E-151	0.20167	7.58890E-148	-0.00887	4.52068E-28	0.03131	1.75300E-66	0.035	1.94420E-68	-0.0209	1.58079E-48
ZNF257_MA1710.1	ZNF257	MA1710.1	C_ZNF257	38552	5.05299	13847	3.89519	10666	4.42781	12598	2.25369	6439	5.00726	13843	0.64126	1804	3.15223	9048	2.9573	8213	4.99292	13818	3.08944	8557	4.68312	12900	1.78545	5070	4.9355	13624	4.76762	13301	0.19561	539	4.88668	13430	4.81727	13344	2.97661	8201	3.16693	8989	2.91744	8077	-0.00561	1.07431E-17	-0.04608	1.47972E-88	-0.01266	8.19093E-40	0.0516	1.96649E-90	0.01467	1.17417E-44	-0.03907	1.00299E-70	0.05146	8.35582E-94	0.06572	2.10457E-104	-0.04411	5.44595E-86	0.03417	1.19507E-77	-0.0149	1.51655E-44	0.01205	7.61498E-36	0.00153	1.79923E-02	0.09108	3.21926E-119	-0.0935	1.92468E-122	0.00568	9.96947E-16	-0.02109	4.05161E-62	-0.06374	5.52899E-105	0.04013	4.78385E-84
ZNF343_MA1711.1	ZNF343	MA1711.1	C_ZNF343	12066	6.16882	5352	4.87711	4227	5.78041	5159	3.38386	3015	6.11983	5384	0.99343	848	4.56474	4069	4.00789	3514	6.27132	5436	4.23036	3684	5.69525	4929	2.31709	2051	5.95728	5165	5.73333	4967	0.23871	204	5.85983	5110	5.86306	5103	3.87931	3381	4.26065	3801	3.87122	3401	-0.02616	9.99992E-48	-0.10099	1.54199E-105	-0.11479	1.91145E-104	0.19061	9.57691E-132	0.05494	6.65041E-76	-0.0878	4.00551E-86	0.11549	1.05832E-107	0.14324	2.78176E-116	-0.10637	6.08552E-103	0.13119	1.71071E-113	-0.01965	6.22124E-34	0.01956	8.03693E-32	0.0005	3.07242E-01	0.1945	3.48093E-132	-0.20701	6.79473E-138	-0.00746	1.26821E-07	-0.07589	1.75014E-88	-0.11704	7.38087E-107	0.07309	1.76007E-82
ZNF454_MA1712.1	ZNF454	MA1712.1	C_ZNF454	30591	6.55697	14571	5.15697	11295	6.26817	14403	3.36087	7521	6.57623	14720	1.016	2274	4.78307	10936	4.43177	10016	6.62196	14794	4.36545	9732	6.06586	13511	2.48164	5538	6.29859	13953	6.01503	13277	0.27494	625	6.195	13630	6.19877	13633	4.14171	9096	4.71103	10568	4.14876	9163	-0.02587	2.75411E-65	-0.13432	3.74346E-132	-0.03114	7.59047E-72	0.12003	7.29630E-137	0.10143	2.78065E-123	-0.07879	6.76380E-106	0.06948	1.58904E-108	0.20528	4.29129E-162	-0.07655	8.45444E-112	0.09563	4.82407E-122	-0.01572	4.75146E-44	0.01798	7.92111E-53	0.01835	3.94198E-51	0.20055	8.84518E-154	-0.22675	2.83953E-157	-0.01517	1.43681E-44	-0.08672	4.39964E-118	-0.15726	1.68997E-138	0.11764	2.24785E-128
ZNF610_MA1713.1	ZNF610	MA1713.1	C_ZNF610	33032	7.9226	18321	6.44144	15026	8.05359	19433	4.6796	11330	7.98356	18683	1.61354	3901	6.51902	15987	5.91563	14274	8.06525	18752	5.69221	13518	7.38701	17246	3.27789	7870	7.61867	17681	7.26594	16961	0.38123	928	7.42843	17170	7.50731	17411	5.26013	12444	6.27311	15146	5.37461	12682	-0.07722	6.40775E-119	-0.1871	2.20032E-148	-0.09732	2.65261E-124	0.24828	2.75101E-164	0.06287	1.27366E-108	-0.08453	3.96848E-114	0.10737	1.73393E-127	0.34181	2.43474E-182	-0.15716	3.79524E-150	0.17643	5.55819E-142	-0.05242	2.72991E-90	0.06007	1.75708E-107	0.01475	8.12785E-45	0.3023	1.62225E-167	-0.32075	6.36337E-176	-0.03049	3.57856E-73	-0.14379	3.54009E-139	-0.23796	1.82136E-162	0.17172	5.98659E-149
ZNF675_MA1714.1	ZNF675	MA1714.1	C_ZNF675	16700	3.68514	4498	2.74993	3335	3.05615	3851	1.30639	1632	3.65526	4514	0.23822	293	1.74784	2209	1.7105	2082	3.63448	4426	2.02312	2510	3.47196	4269	1.10323	1391	3.63908	4521	3.59727	4379	0.10452	134	3.73758	4563	3.67208	4518	1.96875	2387	2.00171	2469	1.87942	2245	0.0069	3.05875E-17	-0.01304	2.36243E-25	0.03573	1.87179E-60	-0.01333	1.69370E-25	-0.01905	3.17252E-37	-0.00867	4.58065E-10	0.00663	6.21199E-13	-0.0465	7.41830E-73	-0.00412	1.77722E-11	-0.01789	2.26854E-36	0.00431	1.51299E-03	0.00218	6.29697E-02	-0.01874	4.50897E-42	-0.06985	5.85206E-91	0.07019	5.61752E-98	0.00834	2.23125E-08	0.04901	2.52622E-75	-0.008	4.79143E-15	0.00252	1.48163E-02
ZNF707_MA1715.1	ZNF707	MA1715.1	C_ZNF707	17387	4.95579	6318	3.85674	4865	4.22549	5437	2.12493	2746	4.98746	6313	0.54691	682	2.8899	3780	2.87303	3696	4.98061	6367	2.96199	3761	4.62128	5811	1.71674	2191	4.85451	6224	4.74365	6015	0.19279	240	4.86185	6137	4.77082	6016	2.92572	3649	2.95738	3744	2.82976	3573	-0.00706	3.19299E-10	-0.01153	3.46505E-24	-0.01823	5.37987E-39	0.01781	2.68078E-41	0.06202	7.49191E-91	-0.03633	1.13933E-54	-0.00588	5.95540E-11	0.05905	8.44759E-88	-0.01989	1.20047E-42	0.02155	6.33313E-46	-0.01742	1.00350E-33	0.00393	1.27568E-03	-0.0027	4.32394E-03	0.07732	4.61963E-95	-0.08267	9.05594E-100	0.01156	5.99047E-24	-0.02102	7.82155E-42	-0.01529	2.18587E-29	0.00413	4.31480E-04
ZNF76_MA1716.1	ZNF76	MA1716.1	C_ZNF76	13423	5.8976	5563	4.68792	4443	5.05137	4853	2.80129	2771	5.92939	5633	0.86171	847	3.60923	3493	3.58885	3472	5.90661	5612	3.74395	3550	5.51793	5289	2.08675	2084	5.79611	5552	5.63683	5411	0.20401	204	5.85742	5505	5.76652	5517	3.63057	3474	3.64239	3564	3.46114	3347	-0.02163	6.76534E-43	0.00619	1.29197E-07	-0.05254	1.43219E-70	0.03647	7.72023E-60	0.09089	3.05670E-98	-0.04036	1.12235E-56	-0.01574	2.38146E-25	0.05286	4.72668E-78	-0.0359	2.35053E-59	0.03013	2.87974E-59	0.02151	2.42255E-43	-0.02678	1.02222E-51	-0.01483	1.12731E-31	0.22266	5.76930E-137	-0.22145	3.51995E-136	-0.00153	1.98361E-01	-0.00981	2.42309E-15	-0.00728	1.32501E-13	0.00646	2.04497E-10
ZNF784_MA1717.1	ZNF784	MA1717.1	C_ZNF784	3864	4.48754	1270	3.33507	931	3.07643	856	1.54725	450	4.45672	1257	0.43831	121	1.95405	551	2.31599	659	4.42469	1275	2.46116	693	4.23195	1192	1.46202	417	4.40292	1264	4.17326	1160	0.149	41	4.38019	1252	4.28762	1224	2.5372	704	1.79462	492	2.32759	663	0.01956	1.78743E-26	0.16333	6.27862E-97	-0.06687	3.04880E-56	-0.06991	5.66284E-66	-0.00615	9.77095E-04	0.16197	3.38311E-81	-0.12252	2.29707E-82	-0.03816	5.43949E-39	0.05419	4.01905E-57	-0.0637	4.09032E-63	-0.00305	1.68328E-01	0.01284	9.51725E-07	-0.00057	1.00958E-02	-0.03831	2.47526E-33	0.0144	6.11248E-10	0.00498	2.28917E-08	0.01454	8.69370E-16	0.20587	3.39675E-101	-0.19468	1.30784E-94
ZNF8_MA1718.1	ZNF8	MA1718.1	C_ZNF8	8561	2.87504	1752	2.10721	1263	1.9088	1183	0.68754	410	2.88111	1730	0.09594	59	0.87982	523	0.99342	605	2.87331	1749	1.31573	816	2.66855	1631	0.74109	460	2.85276	1717	2.77859	1684	0.07201	45	2.9136	1767	2.87934	1758	1.45213	871	1.05383	648	1.27312	783	0.00476	3.95076E-04	0.1272	3.65847E-99	0.01919	9.08336E-19	-0.09403	1.68567E-83	-0.1137	3.97918E-93	0.12691	1.27950E-76	-0.06644	9.10591E-64	-0.1577	2.98081E-107	0.07163	4.57081E-81	-0.08693	2.68076E-85	-0.01314	2.63343E-20	0.02297	5.61201E-31	-0.00206	6.38698E-01	-0.22481	2.10939E-121	0.23246	1.27625E-129	-0.0022	2.06475E-01	0.05811	1.90031E-64	0.15692	4.82674E-103	-0.12637	2.73587E-91
ZNF816_MA1719.1	ZNF816	MA1719.1	C_ZNF816	16824	4.97997	6030	3.88364	4701	4.47601	5618	2.3081	2847	4.98348	5999	0.58353	708	3.09253	3854	3.01058	3707	5.05325	6150	3.13293	3860	4.64771	5642	1.73785	2156	4.87736	5935	4.78172	5819	0.18095	230	4.87395	5857	4.74462	5743	2.97554	3635	3.22598	4004	2.93008	3586	-0.01454	7.72620E-32	-0.06736	1.43610E-98	-0.01883	4.68624E-36	0.06706	2.69271E-94	0.03268	6.00072E-59	-0.03418	2.42407E-53	0.01682	1.80425E-35	0.08846	3.37314E-104	-0.055	1.05608E-82	0.06027	3.35125E-86	-0.01763	8.10872E-34	0.02164	1.58882E-45	-0.00826	1.34261E-17	0.09186	7.27550E-104	-0.08616	4.74050E-102	0.00486	5.62440E-08	-0.04563	5.82875E-74	-0.07284	8.45149E-90	0.05117	2.34133E-73
ZNF85_MA1720.1	ZNF85	MA1720.1	C_ZNF85	15431	3.68809	4250	2.6942	3034	2.58146	2977	0.96346	1097	3.64575	4158	0.14579	160	1.19892	1331	1.40619	1580	3.60084	4191	1.74177	1983	3.40731	3868	0.97308	1105	3.75351	4345	3.66439	4280	0.08491	99	3.81638	4346	3.63725	4213	1.87771	2151	1.52374	1745	1.62784	1829	0.03093	1.33968E-62	0.09085	5.98708E-104	0.07026	5.35031E-86	-0.13492	5.78422E-115	0.02951	5.69745E-56	0.06135	4.17232E-63	-0.10611	2.90328E-98	-0.15899	2.02017E-125	0.08655	5.48089E-92	-0.10397	8.71400E-104	0.05647	3.10842E-80	-0.08255	7.89103E-97	-0.00208	3.33125E-04	-0.0261	5.52100E-51	0.01832	8.14967E-36	0.03052	2.91787E-62	0.08786	3.42220E-97	0.11289	9.64071E-104	-0.07078	2.66112E-86
ZNF93_MA1721.1	ZNF93	MA1721.1	C_ZNF93	31092	7.26685	16478	5.78915	13033	7.16394	16759	4.11407	9464	7.25529	16563	1.41229	3300	5.75345	13556	5.16736	11861	7.3478	16728	5.0634	11512	6.70386	15087	2.8398	6470	6.92449	15696	6.62441	14846	0.34229	778	6.81031	15261	6.8677	15469	4.69977	10640	5.48723	12741	4.76584	10770	-0.04574	1.17184E-92	-0.15586	3.06856E-143	-0.09558	1.77821E-119	0.21191	3.63477E-158	0.04802	1.11628E-89	-0.06077	8.03789E-96	0.11005	6.85993E-128	0.26608	4.57173E-166	-0.12015	5.89825E-134	0.14216	1.58203E-140	-0.02206	1.02382E-60	0.02941	3.22185E-75	0.01622	1.64454E-49	0.25156	3.36925E-158	-0.27313	9.88887E-168	-0.03318	8.32365E-83	-0.11274	5.86980E-125	-0.20086	1.33215E-151	0.14627	2.80941E-140
ZSCAN31_MA1722.1	ZSCAN31	MA1722.1	C_ZSCAN31	8583	4.62446	2957	3.53706	2220	3.652	2335	1.72216	1080	4.56201	2883	0.38364	253	2.27775	1457	2.38663	1501	4.61976	2930	2.54227	1547	4.33101	2778	1.55297	1009	4.56921	2935	4.46807	2825	0.14624	94	4.57212	2910	4.48567	2858	2.59838	1607	2.40479	1548	2.47873	1540	0.01305	1.58804E-18	0.02397	4.72556E-41	0.03142	1.53414E-43	-0.05265	1.09287E-68	0.07762	6.59276E-80	-0.03318	7.86534E-41	-0.04657	8.84571E-59	-0.02665	2.48776E-42	0.03682	2.86400E-51	-0.04369	5.11500E-54	0.00905	9.42023E-14	-0.01927	2.42072E-29	-0.01329	1.21994E-20	0.07603	5.41034E-79	-0.09424	1.42185E-87	0.00186	1.98608E-01	0.02661	1.41838E-43	0.04581	6.52238E-56	-0.03822	3.12859E-50
PRDM9_MA1723.1	PRDM9	MA1723.1	C_PRDM9	57447	5.40491	22230	4.24822	17403	5.06028	21509	2.78711	11834	5.42149	22291	0.8056	3348	3.70311	15932	3.48712	14654	5.44482	22447	3.55137	14830	5.03465	20615	1.97164	8304	5.26283	21691	5.09228	20987	0.22483	949	5.16931	21102	5.14476	21212	3.32994	13710	3.6948	15646	3.31608	13679	-0.03025	7.43741E-88	-0.09331	1.05816E-133	-0.06793	1.74850E-114	0.13853	3.90862E-144	0.01679	8.94386E-61	-0.04348	1.81213E-91	0.05032	6.56343E-108	0.14856	1.56831E-152	-0.09612	8.14994E-132	0.0986	2.99427E-134	-0.02676	4.90402E-74	0.02826	2.71766E-81	0.00261	6.15716E-07	0.10935	1.62387E-139	-0.11	1.63602E-142	-0.00834	1.48281E-30	-0.06586	4.85372E-113	-0.10386	8.79019E-141	0.06769	5.03939E-113
Rfx6_MA1724.1	Rfx6	MA1724.1	C_Rfx6	10072	4.52899	3336	3.4074	2510	3.71751	2810	1.84738	1408	4.52158	3369	0.43807	319	2.37487	1775	2.54347	1879	4.57417	3381	2.63909	1966	4.23327	3145	1.4851	1118	4.48611	3365	4.35151	3227	0.15684	112	4.53007	3346	4.45642	3344	2.64884	1931	2.46786	1868	2.48342	1815	-0.00029	5.60733E-01	0.0143	5.87914E-27	-0.01646	2.90979E-27	0.00341	6.34442E-02	0.03664	2.03704E-54	-0.0039	2.19515E-03	-0.0541	2.82190E-65	0.00987	2.35083E-14	0.00468	5.87763E-08	-0.00793	5.61705E-12	0.02517	5.88189E-38	-0.0238	2.18067E-38	-0.00066	1.94229E-02	0.05825	5.47238E-75	-0.06432	1.40833E-78	0.01139	1.98664E-17	0.01319	2.26265E-22	0.0267	5.00873E-38	-0.0198	1.98875E-32
ZNF189_MA1725.1	ZNF189	MA1725.1	C_ZNF189	19888	3.97661	5735	2.97778	4314	3.47228	5257	1.68642	2495	3.96452	5788	0.30844	435	2.26656	3446	1.99894	2933	3.95147	5907	2.33777	3479	3.69692	5444	1.26428	1820	3.91902	5762	3.85374	5689	0.12347	182	3.94273	5673	3.86918	5704	2.18275	3183	2.42537	3641	2.18701	3227	0.0025	1.79096E-02	-0.05823	1.63312E-92	-0.00254	1.45416E-05	0.0504	3.56199E-88	0.00876	3.32811E-17	-0.07896	4.27810E-86	0.06613	2.85184E-82	-0.01142	6.74823E-31	-0.04027	4.07795E-78	0.03441	1.58222E-65	0.00294	1.10140E-03	-0.00107	4.74359E-01	-0.01704	6.95089E-36	-0.00593	1.75206E-12	0.01302	1.30875E-34	-0.00177	4.43165E-02	0.02325	3.73495E-50	-0.07206	2.62040E-89	0.0387	2.17511E-69
ZNF331_MA1726.1	ZNF331	MA1726.1	C_ZNF331	21115	4.87658	7659	3.76744	5844	4.14469	6625	1.90082	2991	4.88455	7620	0.44874	701	2.75314	4377	2.71484	4253	4.86208	7705	2.85737	4426	4.51872	7056	1.64934	2560	4.81847	7578	4.67802	7328	0.16327	253	4.80183	7399	4.74513	7419	2.7689	4210	2.83546	4517	2.72933	4242	-0.00902	1.30687E-19	-0.02457	3.42828E-52	0.04865	4.19239E-80	-0.03311	1.86125E-69	0.09644	1.32789E-108	-0.07275	1.70458E-83	0.00586	2.62844E-11	0.01776	1.70896E-38	0.00469	4.78734E-11	0.00079	3.28993E-01	0.01241	1.18331E-29	-0.02359	8.00774E-50	-3e-05	3.21890E-01	0.09976	4.00157E-113	-0.10302	2.43299E-115	-0.00216	1.97908E-02	0.03197	3.64034E-64	-0.03912	3.05118E-67	0.00856	8.36268E-17
ZNF417_MA1727.1	ZNF417	MA1727.1	C_ZNF417	7732	6.6433	3723	5.21975	2947	5.91689	3335	3.31596	1933	6.69194	3742	1.01406	570	4.60701	2659	4.26756	2434	6.66647	3795	4.4764	2480	6.26995	3469	2.45366	1377	6.49111	3667	6.18942	3488	0.28243	170	6.415	3581	6.45537	3645	4.15731	2322	4.18269	2374	4.03581	2245	-0.02332	3.37999E-32	-0.03466	3.77630E-61	-0.07457	2.00365E-80	0.0808	6.94201E-85	0.12372	8.05714E-106	-0.08334	3.08906E-76	0.05992	7.80362E-64	0.13385	9.92983E-100	-0.06761	6.26775E-84	0.06686	6.73588E-81	0.03284	1.65561E-44	-0.0242	4.27363E-33	0.01914	6.76283E-30	0.23668	1.67371E-132	-0.25318	8.81081E-136	-0.02251	5.52197E-40	-0.04083	4.45157E-53	-0.03663	7.18514E-50	0.0261	7.64746E-40
ZNF549_MA1728.1	ZNF549	MA1728.1	C_ZNF549	25083	5.26175	9905	4.02742	7470	4.27263	8250	2.03386	3759	5.19595	9664	0.4815	885	2.91427	5556	2.97193	5548	5.21907	9886	2.98497	5487	4.8578	9158	1.73206	3215	5.11291	9651	4.99491	9379	0.19237	367	5.11387	9559	5.08423	9497	3.01464	5611	2.88419	5339	2.87465	5330	0.00235	6.56250E-02	0.00165	2.30917E-02	0.02458	1.42747E-57	-0.04077	3.47931E-82	0.13251	5.79244E-134	-0.07957	2.88595E-96	-0.02048	5.27560E-53	0.03888	3.59778E-75	0.03198	5.05174E-68	-0.02898	1.59665E-66	0.03279	1.23767E-72	-0.03872	6.24705E-76	-0.00823	1.69440E-23	0.14058	5.10957E-129	-0.1363	1.65580E-131	-0.01023	5.44769E-27	0.01756	1.87866E-46	0.00521	6.54848E-16	-0.01014	6.90385E-27
