output_prefix	name	motif_id	cluster	total_tfbs	cluster12_mean_score	cluster12_bound	cluster6_mean_score	cluster6_bound	cluster11_mean_score	cluster11_bound	cluster16_mean_score	cluster16_bound	cluster20_mean_score	cluster20_bound	cluster3_mean_score	cluster3_bound	cluster19_mean_score	cluster19_bound	cluster18_mean_score	cluster18_bound	cluster1_mean_score	cluster1_bound	cluster4_mean_score	cluster4_bound	cluster7_mean_score	cluster7_bound	cluster9_mean_score	cluster9_bound	cluster15_mean_score	cluster15_bound	cluster14_mean_score	cluster14_bound	cluster2_mean_score	cluster2_bound	cluster8_mean_score	cluster8_bound	cluster17_mean_score	cluster17_bound	cluster13_mean_score	cluster13_bound	cluster10_mean_score	cluster10_bound	cluster5_mean_score	cluster5_bound	cluster12_cluster6_change	cluster12_cluster6_pvalue	cluster6_cluster11_change	cluster6_cluster11_pvalue	cluster11_cluster16_change	cluster11_cluster16_pvalue	cluster16_cluster20_change	cluster16_cluster20_pvalue	cluster20_cluster3_change	cluster20_cluster3_pvalue	cluster3_cluster19_change	cluster3_cluster19_pvalue	cluster19_cluster18_change	cluster19_cluster18_pvalue	cluster18_cluster1_change	cluster18_cluster1_pvalue	cluster1_cluster4_change	cluster1_cluster4_pvalue	cluster4_cluster7_change	cluster4_cluster7_pvalue	cluster7_cluster9_change	cluster7_cluster9_pvalue	cluster9_cluster15_change	cluster9_cluster15_pvalue	cluster15_cluster14_change	cluster15_cluster14_pvalue	cluster14_cluster2_change	cluster14_cluster2_pvalue	cluster2_cluster8_change	cluster2_cluster8_pvalue	cluster8_cluster17_change	cluster8_cluster17_pvalue	cluster17_cluster13_change	cluster17_cluster13_pvalue	cluster13_cluster10_change	cluster13_cluster10_pvalue	cluster10_cluster5_change	cluster10_cluster5_pvalue
Nkx3-1_MA0124.2	Nkx3-1	MA0124.2	C_Nkx3-2	7176	3.40269	1781	2.54581	1323	2.69902	1429	1.15345	614	3.40262	1738	0.19566	107	1.44051	756	1.48318	764	3.37987	1757	1.78708	926	3.1121	1590	0.95487	517	3.39061	1768	3.30861	1725	0.10911	53	3.42579	1762	3.4135	1839	1.84275	965	1.74884	931	1.67696	863	0.0089	2.36540E-13	0.02233	2.54512E-32	0.01287	8.13401E-14	-0.02372	5.42447E-29	-0.06419	1.45035E-71	0.05817	9.42540E-54	-0.04295	7.12922E-47	-0.06332	3.51083E-73	0.00921	3.36323E-12	-0.00485	3.44399E-02	-0.02648	2.03579E-37	0.01036	1.42499E-08	-0.00291	1.42709E-03	-0.13642	6.14818E-104	0.1349	1.39597E-102	-0.01944	1.93252E-25	0.04462	3.52411E-51	0.02466	1.22507E-29	-0.00455	6.66131E-05
Nobox_MA0125.1	Nobox	MA0125.1	C_GBX2	7198	3.04757	1541	2.23018	1115	2.49832	1320	0.7849	402	3.04942	1565	0.13018	63	1.12858	578	1.34328	689	3.03674	1571	1.42965	737	2.81305	1466	0.8417	443	3.02333	1527	2.96174	1544	0.08962	53	3.06214	1610	3.06412	1558	1.55413	785	1.69235	931	1.4151	723	0.01608	3.74728E-20	-0.01269	1.27822E-15	0.12129	4.66526E-89	-0.08136	2.49284E-82	-0.1074	4.27504E-92	0.10726	1.85290E-74	-0.10519	2.55764E-78	-0.04816	4.66202E-65	0.06541	6.89395E-72	-0.07704	2.54951E-73	-0.03184	6.91697E-41	0.02979	1.87289E-40	-0.00948	2.70624E-08	-0.17949	8.85919E-107	0.18893	1.16256E-113	-0.02367	2.53410E-30	0.05806	1.46327E-64	-0.04416	2.66080E-48	0.07997	6.69274E-74
ZNF354C_MA0130.1	ZNF354C	MA0130.1	C_ZNF354C	17909	3.84519	5107	2.86927	3774	2.80343	3750	1.10028	1430	3.81191	5004	0.20539	272	1.56764	2072	1.67627	2224	3.80218	5122	1.9327	2521	3.50489	4643	1.1391	1526	3.82897	5093	3.7273	5004	0.12683	176	3.89302	5156	3.78038	5048	2.07489	2712	1.74314	2292	1.78783	2336	0.00724	1.10410E-10	0.08049	1.18043E-98	0.0679	5.92267E-93	-0.11047	4.40596E-114	0.00722	1.04174E-12	0.04561	2.92833E-61	-0.05531	3.83453E-76	-0.09511	6.01507E-106	0.06246	1.30324E-87	-0.06167	7.56635E-86	0.00985	2.72809E-19	-0.02641	5.45196E-53	0.0039	5.02785E-07	-0.04399	7.79069E-70	0.03563	4.75598E-67	0.02599	4.36575E-51	0.04139	2.50903E-73	0.10299	1.88731E-101	-0.05806	3.70529E-78
HINFP_MA0131.2	HINFP	MA0131.2	C_HINFP	6944	7.63235	3785	5.9857	3008	7.65224	3957	4.42984	2252	7.68618	3811	1.55934	799	6.12983	3234	5.36339	2707	7.70657	3803	5.42956	2713	7.01502	3498	2.97313	1492	7.33094	3623	6.97849	3437	0.3487	162	7.06307	3500	7.10817	3510	4.95265	2472	5.82139	2985	5.13117	2511	-0.04872	2.38272E-62	-0.18446	3.90897E-124	-0.10214	5.80870E-94	0.23582	4.95510E-128	0.05314	2.00034E-62	-0.05086	9.24193E-58	0.13835	4.49319E-103	0.26977	1.27524E-136	-0.13734	1.09105E-111	0.17235	1.20055E-112	-0.03601	8.65217E-50	0.02734	3.29807E-41	0.03194	1.33455E-53	0.27774	1.53461E-132	-0.28951	3.71831E-135	-0.02667	1.36587E-34	-0.13445	1.49751E-101	-0.21553	5.69984E-127	0.14797	1.66594E-112
PDX1_MA0132.2	PDX1	MA0132.2	C_HOXB3	6879	2.65253	1236	1.97727	954	2.1884	1094	0.59312	283	2.67494	1267	0.11234	59	0.90008	421	1.15193	563	2.67408	1284	1.24004	612	2.51095	1207	0.82396	423	2.6437	1272	2.52989	1204	0.09074	48	2.72268	1323	2.67498	1277	1.3527	632	1.53514	806	1.18494	565	-0.02251	5.48536E-27	0.00157	2.62620E-01	0.12739	1.61149E-97	-0.08143	8.06524E-76	-0.1869	2.31779E-112	0.20113	2.90517E-92	-0.13523	6.64461E-87	-0.02066	6.03934E-26	0.04478	7.27900E-56	-0.07301	6.96491E-74	-0.09411	1.10630E-78	0.10335	3.87685E-84	0.00997	2.16713E-10	-0.29054	5.58574E-130	0.27981	4.23145E-130	-0.00895	2.46298E-05	0.02691	1.18233E-34	-0.05976	7.47624E-62	0.10499	9.84251E-88
Lhx3_MA0135.1	Lhx3	MA0135.1	C_Lhx3	16462	2.63449	2908	1.94841	2267	1.72203	1902	0.505	557	2.66734	2981	0.07657	92	0.74592	789	1.07377	1240	2.64908	3011	1.08475	1246	2.47213	2764	0.71597	885	2.64847	2946	2.47493	2758	0.05788	69	2.67993	3019	2.67823	3022	1.34131	1552	0.97708	1105	1.11102	1247	-0.01875	2.22391E-37	0.14149	7.93705E-119	0.05534	5.45226E-74	-0.11244	1.41728E-108	-0.19159	1.72620E-133	0.20632	3.96114E-109	-0.18899	5.80979E-124	-0.04997	7.98412E-75	0.09762	1.35084E-101	-0.11905	1.22667E-115	-0.06513	5.51195E-84	0.07949	2.14908E-99	0.02872	3.25242E-55	-0.34108	3.40045E-162	0.32137	1.84194E-160	-0.01663	3.11762E-37	0.03213	4.79543E-57	0.14756	7.03838E-113	-0.08433	1.13984E-86
Elf5_MA0136.3	Elf5	MA0136.3	C_Elf5	33088	3.42611	8104	2.56206	6171	3.31941	8355	2.31471	5855	3.37921	8001	0.40162	960	2.91894	7546	1.92349	4803	3.35706	8024	2.60934	6442	3.16064	7471	1.11922	2794	3.44324	8290	3.40268	8201	0.11003	272	3.42216	8143	3.32877	8003	1.88626	4498	2.31643	5742	2.23183	5419	0.00332	1.06604E-06	-0.14142	2.38676E-139	-0.24052	1.06231E-156	0.35016	5.38589E-180	-0.13647	7.75112E-134	-0.16959	8.46348E-136	0.27299	1.86024E-157	0.10043	1.93860E-118	-0.25405	1.23290E-159	0.23935	4.42770E-156	-0.05007	2.92716E-89	0.03241	1.06641E-74	-0.01794	5.84925E-47	-0.05199	6.54245E-92	0.07208	8.48341E-107	0.02042	6.55871E-54	-0.00313	5.72958E-10	-0.15127	9.76093E-133	0.0114	6.01114E-31
STAT1_MA0137.3	STAT1	MA0137.3	C_Stat4	18927	3.62648	4987	2.74182	3795	3.27843	4716	1.27111	1761	3.62942	5030	0.25359	367	2.14868	3105	1.82266	2526	3.63068	5065	1.96463	2719	3.3616	4710	1.17037	1666	3.65887	5059	3.54768	4930	0.11234	158	3.66387	5117	3.60149	5032	1.96808	2729	2.26799	3176	1.9941	2731	-0.01239	2.31320E-27	-0.06991	2.26181E-95	0.09876	2.51778E-110	-0.01595	5.21859E-36	-0.03127	9.75642E-53	-0.0974	3.24026E-96	0.09407	7.92530E-106	-0.00965	1.09741E-18	0.0122	9.85114E-30	-0.01432	2.24863E-32	-0.03162	2.92774E-54	0.01368	1.01852E-27	-0.00091	5.02830E-01	-0.06926	4.13000E-87	0.0672	1.85072E-90	-0.00975	5.77862E-23	0.03143	9.76130E-62	-0.09445	5.02757E-100	0.06342	3.58251E-85
REST_MA0138.2	REST	MA0138.2	C_REST	16309	4.97992	6060	3.80566	4608	3.98541	4983	1.75347	2121	4.96649	6039	0.41335	479	2.55822	3149	2.68668	3304	4.9052	6054	2.78023	3304	4.61095	5655	1.61066	1935	4.85118	5891	4.71365	5722	0.15745	196	4.8599	5916	4.8455	5881	2.78866	3331	2.61052	3157	2.66349	3195	0.00451	3.11581E-04	0.01685	6.78270E-32	0.06175	1.67628E-86	-0.0852	6.74667E-101	0.11903	3.97033E-114	-0.044	1.28821E-63	-0.03405	9.13448E-60	0.00379	1.90969E-05	0.02485	3.13584E-48	-0.0331	4.59769E-64	0.03719	4.51714E-67	-0.03522	4.13658E-60	-0.00507	1.07760E-09	0.09908	4.13950E-108	-0.10149	2.46166E-102	-0.0068	3.05805E-14	0.02933	6.56816E-55	0.02517	7.02592E-55	-0.02692	1.55023E-45
CTCF_MA0139.1	CTCF	MA0139.1	C_CTCF	30452	6.1343	14172	4.84148	10894	5.07828	11662	2.66265	5983	6.13977	14190	0.70319	1563	3.858	8892	3.45904	7770	6.2046	14416	3.68624	8227	5.78444	13286	2.09316	4648	6.00952	13821	5.81346	13328	0.23183	529	6.07692	13901	6.0778	14063	3.65816	8138	3.62406	8125	3.51517	7730	-0.00452	1.04142E-15	0.03174	2.90951E-72	-0.02019	4.85927E-60	-0.03128	2.01036E-74	0.19569	2.65661E-151	-0.14499	7.93979E-129	0.10064	8.58981E-119	-0.03645	1.44942E-77	0.06239	4.53736E-97	-0.04725	1.64032E-92	0.10036	3.34312E-121	-0.09949	1.92954E-123	0.00662	6.99767E-24	0.24966	4.72380E-163	-0.27835	5.81088E-162	-0.02064	3.32909E-59	0.05225	2.63486E-91	-0.01907	5.77571E-49	0.02379	1.14771E-57
GATA1TAL1_MA0140.2	GATA1::TAL1	MA0140.2	C_GATA1::TAL1	10281	3.43441	2610	2.52449	1897	2.53269	1931	0.82902	618	3.42081	2605	0.13695	100	1.57987	1236	1.39542	1015	3.39798	2591	1.63314	1213	3.22446	2433	0.97291	758	3.49825	2658	3.46635	2632	0.10322	75	3.54031	2642	3.4975	2642	1.77518	1336	1.56902	1205	1.7006	1267	0.03157	2.91696E-51	0.04067	1.41165E-60	0.11618	4.25404E-96	-0.13671	3.82326E-112	-4e-05	1.87139E-01	-0.07197	2.30359E-69	0.04342	3.41294E-52	-0.10618	1.07184E-98	0.07222	2.55943E-83	-0.09547	4.67803E-89	0.01897	4.58307E-32	-0.03066	6.21196E-47	-0.0232	9.19235E-35	-0.06839	2.65445E-75	0.07876	8.66773E-86	0.00372	6.07331E-03	0.07786	7.60554E-89	0.06729	5.95398E-69	-0.0824	1.21316E-77
ESRRB_MA0141.3	ESRRB	MA0141.3	C_Esrrg	14281	4.09775	4486	3.06456	3313	2.72359	2906	0.95109	986	4.04518	4380	0.14712	150	1.42484	1483	1.54546	1624	4.05451	4456	1.95653	2093	3.83405	4170	1.14108	1212	4.15478	4467	4.09962	4475	0.10746	119	4.16302	4454	4.10885	4486	2.1232	2254	1.65338	1765	1.90702	1982	0.01524	5.80994E-35	0.12638	6.52294E-115	0.1143	1.70529E-103	-0.2029	1.58910E-136	0.10697	1.33253E-102	-0.0073	2.34848E-02	-0.07242	4.02731E-87	-0.18904	1.67650E-131	0.093	4.01495E-98	-0.10506	8.77513E-104	0.06856	3.08938E-86	-0.08211	1.24938E-101	-0.02181	8.64939E-47	0.05053	3.21778E-77	-0.02968	8.63330E-53	-0.00542	5.62838E-10	0.09744	2.67800E-99	0.15401	3.08725E-115	-0.13131	3.60844E-109
Pou5f1Sox2_MA0142.1	Pou5f1::Sox2	MA0142.1	C_Pou5f1::Sox2	19928	2.94657	4144	2.15473	3031	2.05029	2883	0.7755	1101	2.92666	4054	0.11326	167	1.00623	1405	1.11056	1542	2.92263	4168	1.37503	1976	2.72466	3854	0.81839	1227	2.939	4215	2.88329	4124	0.06653	106	3.02229	4252	2.95911	4199	1.47693	2112	1.18908	1670	1.32158	1835	0.00741	4.60859E-15	0.09067	1.29172E-103	0.02245	8.77783E-47	-0.06337	8.38817E-86	-0.12596	3.82272E-121	0.12842	7.89884E-98	-0.06446	5.71969E-81	-0.10928	1.16461E-109	0.05566	1.35712E-85	-0.06938	2.48081E-92	-0.03975	8.28120E-67	0.03562	3.76080E-69	-0.00634	3.73286E-10	-0.20804	2.94339E-140	0.21277	1.89723E-139	-0.0001	4.08380E-01	0.05604	5.06717E-87	0.10412	9.23049E-109	-0.07627	3.16237E-89
SOX2_MA0143.4	SOX2	MA0143.4	C_SOX8	11222	3.28024	2688	2.43684	2012	2.11325	1701	0.972	790	3.21597	2632	0.14729	116	1.89758	1631	1.54394	1258	3.16203	2587	1.70681	1397	3.00262	2474	0.88565	721	3.2444	2669	3.21962	2596	0.08477	73	3.28617	2684	3.23136	2665	1.69374	1360	1.16273	921	1.74638	1437	0.00431	2.37415E-04	0.14748	2.15391E-110	-0.05664	3.02904E-65	-0.04848	1.74593E-66	-0.05996	5.15652E-78	-0.18062	2.80983E-103	0.09514	5.92897E-84	-0.00593	9.68772E-12	-0.00921	2.16450E-14	-0.01763	6.24864E-29	0.00274	5.50578E-01	0.00223	5.67689E-02	-0.02143	1.52718E-34	-0.11036	9.24109E-99	0.11477	1.17600E-99	-0.00948	2.86377E-18	0.04235	7.76229E-57	0.20489	2.54616E-127	-0.27138	4.49753E-130
STAT3_MA0144.2	STAT3	MA0144.2	C_Stat4	22914	3.66994	6115	2.7629	4626	3.28908	5706	1.26625	2142	3.6512	6095	0.23688	404	2.06262	3622	1.81893	3057	3.65149	6151	1.98003	3317	3.37174	5660	1.15969	1996	3.65687	6102	3.56888	5979	0.11322	192	3.65906	6119	3.62598	6128	1.98987	3311	2.2671	3889	1.9661	3268	-0.00909	2.34398E-22	-0.06931	9.84450E-103	0.10299	9.52476E-109	-0.01721	8.65402E-42	-0.0236	9.31444E-48	-0.08601	1.45040E-92	0.07339	3.94438E-95	-0.0178	1.59902E-45	0.01118	1.87129E-25	-0.01764	4.14340E-36	-0.02138	7.55014E-44	0.01503	3.25829E-32	-0.00781	3.03086E-19	-0.07171	2.78607E-101	0.06999	1.87631E-93	-0.00965	1.08104E-19	0.03031	5.45556E-64	-0.0868	3.43839E-103	0.07141	8.11983E-98
Tfcp2l1_MA0145.2	Tfcp2l1	MA0145.2	C_Tfcp2l1	15790	5.33215	6231	4.12326	4766	4.40314	5289	1.99291	2300	5.32618	6290	0.46919	524	2.9195	3444	3.03765	3517	5.26901	6236	2.9676	3407	4.90637	5767	1.80972	2076	5.20672	6170	5.12502	6068	0.18767	232	5.25555	6112	5.13075	6053	3.0932	3609	2.96744	3466	2.98949	3473	0.00047	4.17520E-01	-0.00031	2.83248E-02	0.05852	1.08911E-80	-0.07253	2.56922E-92	0.15122	1.69243E-126	-0.08043	5.56678E-86	-0.03645	1.16508E-61	0.04509	1.11160E-76	0.04242	3.92106E-73	-0.04444	2.04212E-70	0.01812	1.15591E-34	-0.02645	1.78674E-44	-0.00985	4.77465E-21	0.15143	2.45938E-125	-0.14961	1.49323E-123	0.00737	3.65072E-10	0.00778	2.51048E-15	0.01145	4.37527E-21	-0.02374	1.64755E-44
Zfx_MA0146.2	Zfx	MA0146.2	C_Zfx	30244	6.49045	14033	5.16945	11078	6.07863	13536	3.24036	7293	6.48589	14083	0.93654	2059	4.49304	10065	4.29961	9533	6.51886	14110	4.28654	9171	6.00507	13095	2.42528	5289	6.30188	13664	6.14876	13277	0.28675	634	6.2487	13438	6.19401	13389	4.10071	8878	4.50858	9993	4.04994	8842	-0.0385	2.32237E-84	-0.09367	4.00158E-120	-0.01692	2.74671E-44	0.09007	7.59637E-119	0.11692	3.93743E-126	-0.0878	4.55282E-108	0.04278	4.00814E-80	0.16247	9.88303E-143	-0.068	1.15303E-107	0.07579	3.72427E-109	0.00105	1.41160E-01	-0.00616	2.32951E-16	-0.00274	1.34615E-04	0.2344	3.84474E-156	-0.24125	2.74902E-156	-0.00522	9.08496E-10	-0.06727	3.26618E-101	-0.11219	2.46069E-128	0.08223	2.55830E-105
MYC_MA0147.3	MYC	MA0147.3	C_MNT	7482	6.42506	3479	4.85011	2622	5.00735	2771	2.87901	1605	6.17916	3393	0.79793	420	3.26147	1836	3.57432	1999	6.33159	3479	3.89004	2097	5.93432	3259	2.11219	1184	6.19446	3371	6.16632	3365	0.24411	139	6.23515	3403	6.05039	3324	3.63326	1986	3.44797	1914	3.42214	1836	0.01348	2.94109E-19	0.0391	4.31619E-53	-0.07581	2.69420E-80	0.02776	1.37130E-47	0.16025	1.96661E-117	-0.00186	4.87168E-02	-0.07513	1.42178E-75	-0.00449	1.77028E-04	-0.01438	2.50312E-17	0.01885	4.83260E-23	0.08189	5.95739E-84	-0.0847	1.22207E-89	-0.02445	7.41788E-38	0.29933	9.11717E-139	-0.2819	3.70937E-132	0.00169	1.38517E-03	0.02477	3.78642E-31	0.03269	1.27096E-46	-0.02913	4.16853E-37
FOXA1_MA0148.4	FOXA1	MA0148.4	C_Foxj3	22217	3.65444	6082	2.76628	4574	2.32943	3808	0.6648	1044	3.62056	5925	0.11978	189	0.9557	1496	1.46237	2383	3.6657	6152	1.55349	2474	3.38279	5652	1.02421	1715	3.60797	5921	3.53641	5831	0.09519	165	3.70154	6130	3.67459	6155	1.90857	3130	1.32645	2162	1.57424	2536	-0.00742	1.09420E-17	0.16942	5.86427E-139	0.15483	1.83081E-123	-0.24941	5.45408E-152	0.03589	4.55822E-71	0.13966	1.00942E-102	-0.24066	1.26877E-140	-0.14081	6.44171E-124	0.15463	2.38818E-130	-0.15789	6.62595E-132	0.0305	6.76652E-60	-0.02762	2.07326E-57	-0.00831	3.08891E-19	-0.0788	1.54611E-99	0.07274	3.33517E-97	-0.01226	8.18543E-32	0.07376	5.76845E-98	0.19397	1.45219E-135	-0.1234	1.05458E-111
EWSR1-FLI1_MA0149.1	EWSR1-FLI1	MA0149.1	C_EWSR1-FLI1	39778	4.33926	12455	3.32913	9554	4.06986	12223	2.08695	6280	4.30047	12319	0.50327	1447	3.02867	9077	2.62779	7722	4.29262	12388	2.75206	8086	3.96987	11452	1.49741	4472	4.28251	12379	4.12532	11913	0.16377	477	4.19884	12049	4.14305	11886	2.52705	7299	2.93203	8783	2.57897	7465	-0.01082	5.97129E-35	-0.10601	7.63383E-129	-0.03973	2.13475E-84	0.13425	9.96083E-143	-0.0376	3.94860E-80	-0.09191	1.04165E-114	0.10452	3.00451E-125	0.12215	3.19213E-131	-0.09358	2.73170E-122	0.08894	3.71482E-121	-0.04929	3.64358E-93	0.03511	7.43732E-86	0.00821	9.07954E-26	-0.00105	2.70598E-02	0.00285	4.49651E-08	-0.00312	2.68933E-07	-0.03708	4.05864E-85	-0.12353	1.86361E-135	0.07341	1.23870E-113
Nfe2l2_MA0150.2	Nfe2l2	MA0150.2	C_MAFG::NFE2L1	19494	4.62104	6811	3.34204	4807	3.28221	4868	1.45937	2088	4.47	6539	0.19093	265	1.75676	2574	1.97419	2893	4.40795	6476	2.40072	3492	4.41455	6591	1.41182	2069	4.89738	7324	5.16833	7676	0.11715	180	4.95419	7294	4.62458	6903	2.32922	3352	1.95808	2822	2.23538	3246	0.06701	3.85251E-87	0.06084	2.29637E-88	0.04809	2.65611E-75	-0.10947	2.88904E-109	0.16859	1.90164E-131	-0.09163	1.34294E-89	-0.10189	7.00671E-103	-0.12664	1.03331E-123	0.03535	7.60117E-67	-0.09755	1.71169E-102	0.08314	4.64410E-104	-0.12247	7.00274E-117	-0.09702	2.26536E-108	0.23975	2.20120E-139	-0.18497	5.95971E-137	0.06266	3.40646E-92	0.14618	2.27115E-125	0.11025	8.73841E-108	-0.12342	2.21163E-117
Arid3a_MA0151.1	Arid3a	MA0151.1	C_Arid3a	27269	2.58007	4713	1.90509	3571	1.95792	3807	0.63635	1205	2.57186	4712	0.10659	215	0.9092	1695	1.0424	1983	2.59732	4808	1.19253	2283	2.38991	4404	0.69283	1420	2.56832	4715	2.44335	4548	0.06229	129	2.61049	4801	2.59989	4858	1.32549	2578	1.18077	2263	1.13022	2124	-0.01994	1.41909E-45	0.06061	1.06534E-87	0.04301	2.79335E-74	-0.0352	1.45184E-68	-0.22709	1.62473E-147	0.17251	8.09375E-115	-0.09596	3.81313E-103	-0.0406	5.25522E-77	0.04651	1.26988E-85	-0.0581	2.96005E-88	-0.07449	1.68630E-100	0.08503	9.47270E-109	0.02039	6.68188E-51	-0.34141	2.82769E-170	0.33999	6.82695E-170	-0.01347	8.62562E-37	0.01419	4.63683E-35	0.05114	1.84649E-81	0.00195	6.45725E-04
Nfatc2_MA0152.2	Nfatc2	MA0152.2	C_Nfatc2	23919	3.09569	5300	2.25261	3921	2.54521	4498	0.90396	1591	3.02463	5187	0.1382	237	1.45952	2650	1.31846	2266	3.04025	5227	1.51983	2572	2.84495	4942	0.85752	1563	3.0734	5248	2.98525	5141	0.07733	136	3.09798	5277	3.04342	5210	1.58173	2736	1.64797	2872	1.53757	2633	0.00911	5.35493E-17	-0.01746	1.09075E-46	0.07742	2.39303E-104	-0.03284	1.67919E-61	-0.10575	3.29442E-114	-0.02872	4.95340E-45	0.03826	1.71243E-61	-0.05411	4.48282E-83	0.02612	3.04948E-62	-0.04607	1.29509E-81	-0.02104	3.00613E-49	0.02378	1.81005E-47	-0.00789	5.26828E-21	-0.18113	5.96776E-144	0.1752	6.49455E-133	-0.00564	1.74289E-10	0.03851	1.53255E-79	-0.02689	3.08699E-53	0.01663	7.92793E-40
HNF1B_MA0153.2	HNF1B	MA0153.2	C_HNF1A	14567	3.87825	4317	2.94855	3211	1.86257	1931	0.42588	409	3.86403	4237	0.07623	79	0.62131	560	1.92777	2129	3.94854	4528	1.4831	1512	3.6846	4146	1.16962	1325	3.82438	4197	3.74127	4116	0.08776	98	3.9546	4385	3.99352	4508	2.10923	2286	0.71765	694	1.50394	1570	-0.02203	1.70227E-45	0.35248	6.87075E-159	0.16841	6.65276E-122	-0.38903	2.34923E-163	0.08442	3.10179E-96	0.25699	4.34964E-120	-0.59864	9.71327E-171	-0.02394	1.23223E-50	0.23477	2.26811E-140	-0.23774	2.55850E-141	0.0145	8.64045E-32	7e-05	3.02300E-01	-0.00355	3.49490E-06	-0.06562	6.98344E-85	0.03997	7.42454E-67	-0.03167	2.58098E-59	0.06488	1.46069E-85	0.52815	2.41553E-165	-0.40027	1.97711E-158
EBF1_MA0154.4	EBF1	MA0154.4	C_EBF1	16853	4.47894	5611	3.51347	4314	3.89041	4992	1.71961	2113	4.51055	5640	0.38234	475	2.49254	3158	2.55568	3210	4.53077	5779	2.61273	3210	4.25128	5304	1.4949	1856	4.56087	5590	4.43348	5529	0.15463	191	4.44078	5546	4.41988	5469	2.60267	3219	2.5916	3233	2.5319	3097	-0.01604	3.46785E-33	-0.03668	2.58287E-65	0.04829	4.87362E-70	-0.01551	2.62002E-32	0.04688	3.58369E-75	-0.02998	1.19094E-46	-0.02308	1.27216E-42	0.05427	1.00812E-79	-6e-05	7.63947E-01	-0.00174	2.03002E-01	-0.00584	9.29782E-11	-0.00749	5.92187E-14	0.00097	6.20184E-01	0.05525	3.24815E-81	-0.04101	1.95745E-72	-0.01189	3.09131E-30	0.00346	9.51417E-05	-0.01974	9.23921E-36	-0.00029	6.72188E-01
INSM1_MA0155.1	INSM1	MA0155.1	C_INSM1	18069	5.20664	6763	4.01109	5254	4.50325	6019	2.33852	3089	5.18015	6748	0.64218	870	3.12819	4248	3.10725	4094	5.20873	6818	3.20998	4248	4.81077	6311	1.83037	2440	5.07725	6683	4.96057	6553	0.19556	261	5.01041	6535	4.95084	6428	3.09883	4050	3.21338	4219	3.02932	3991	-0.00921	7.24588E-20	-0.04242	1.22076E-75	-0.03437	1.22866E-67	0.05558	2.31979E-81	0.04327	8.42290E-72	-0.01185	8.13578E-19	0.00686	8.85144E-13	0.0819	1.32843E-104	-0.04357	7.74889E-72	0.04695	4.97854E-78	-0.01804	1.05268E-40	0.00963	6.04495E-21	-0.00514	2.40266E-11	0.09727	7.68627E-111	-0.08716	2.27941E-108	-0.00294	8.55572E-04	-0.03848	7.06042E-66	-0.04117	4.03289E-68	0.01982	2.90440E-40
FEV_MA0156.3	FEV	MA0156.3	C_ETS1	8588	7.2528	4411	5.75077	3627	7.15918	4565	4.57978	2962	7.2072	4396	1.5271	960	5.90432	3853	4.89028	3098	7.26278	4505	5.38383	3299	6.68805	4120	2.71797	1706	7.10428	4331	6.84148	4231	0.31903	199	6.98129	4236	6.91166	4258	4.67054	2894	5.65405	3645	4.72558	2969	-0.05664	3.69851E-69	-0.18866	2.80099E-126	-0.16477	5.85120E-116	0.32169	1.61849E-147	0.048	1.91285E-62	-0.1052	2.12067E-89	0.21854	5.23557E-128	0.18662	2.73089E-120	-0.20552	1.75072E-120	0.21846	4.24584E-134	0.02941	2.69360E-38	-0.05147	3.42864E-65	-0.0024	2.92352E-01	0.40838	2.02617E-151	-0.40199	9.79689E-156	-0.01283	4.50521E-21	-0.10018	4.48251E-92	-0.23102	4.30724E-128	0.16804	5.45277E-115
Foxo3_MA0157.3	Foxo3	MA0157.3	C_Foxj3	22293	3.63058	6024	2.75267	4560	2.56828	4248	0.78077	1268	3.59279	5930	0.16449	273	1.21176	1965	1.54928	2513	3.6525	6163	1.64123	2666	3.3831	5679	1.0715	1789	3.6056	6012	3.49757	5740	0.09168	153	3.68621	6104	3.65026	6098	1.94646	3206	1.57871	2622	1.62962	2619	-0.017	1.42135E-40	0.10129	8.53622E-108	0.15292	9.09255E-129	-0.19502	3.06959E-138	0.01418	1.91136E-37	0.07455	2.84882E-74	-0.15379	9.95220E-119	-0.11174	1.06805E-113	0.12447	1.00723E-120	-0.12994	1.96249E-125	0.01256	1.94030E-25	-0.01356	4.66206E-31	-0.00438	2.79157E-08	-0.07768	9.08071E-101	0.05593	1.71311E-86	-0.01471	1.45010E-32	0.05781	9.74256E-89	0.10756	1.39435E-112	-0.04849	2.21144E-75
HOXA5_MA0158.2	HOXA5	MA0158.2	C_GSX2	4124	3.32431	1010	2.47428	749	2.7439	868	0.9052	276	3.35328	1022	0.13768	40	1.18369	356	1.39642	419	3.28896	1006	1.59368	454	3.15292	956	0.95539	288	3.41503	1016	3.33378	1033	0.10845	35	3.47247	1066	3.37683	1031	1.75826	520	1.8562	583	1.46852	423	0.00592	2.67139E-04	-0.02915	1.48605E-26	0.12772	1.37532E-85	-0.08769	1.20295E-72	-0.02775	6.50926E-28	0.05936	8.50303E-36	-0.09882	5.19172E-67	-0.09008	1.16355E-80	0.07599	1.12002E-58	-0.09494	9.14217E-78	0.01447	1.44090E-11	-0.02477	2.06194E-23	-0.03672	6.87173E-39	-0.07545	5.35882E-58	0.08305	1.59621E-64	-0.00137	7.46802E-01	0.07611	7.80047E-70	-0.04783	3.10921E-44	0.10752	6.70793E-65
